name	category	price	lat	lng	address
Damsot	Korean Cuisine		34.0625233	-118.297656	3377 Wilshire Blvd, Unit 112, Los Angeles, CA  90010, United States
Rok Coffee and Tea	Coffee Shop	$$	34.0523841	-118.3022511	3060 W Olympic Blvd, Ste 150, Los Angeles, CA 90006, United States
Rice & Nori	Japanese Cuisine	$$	34.1156478	-118.1509271	901 Fair Oaks Ave, Ste D, South Pasadena, CA  91030, United States
Macy's	Department Store	$$	34.1390213	-118.1330405	401 S Lake Ave, Pasadena, CA  91101, United States
Residence Inn Los Angeles Pasadena/Old Town	Hotel	$$$$	34.1502942	-118.1508136	21 W Walnut St, Pasadena, CA  91103, United States
Cos	Clothing Store		34.0591834	-118.418458	10250 Santa Monica Blvd, Los Angeles, CA 90067, United States
Olive Young	Cosmetics Store		34.1453785	-118.1517646	58 W Colorado Blvd, Pasadena, CA  91105, United States
Sul & Beans	Dessert Shop	$$	34.0628941	-118.3100336	621 S Western Ave, Ste 208, Los Angeles, CA  90005, United States
424	Clothing Store		34.0839175	-118.3746723	8441 Melrose Pl, West Hollywood, CA  90069, United States
Vivienne Westwood	Clothing Store	$$$$	34.0834543	-118.3710689	8320 Melrose Ave, Los Angeles, CA 90069, United States
Glossier	Cosmetics Store		34.0821268	-118.3774271	8523 Melrose Ave, West Hollywood, CA 90069, United States
Community Goods	Coffee Shop		34.0821511	-118.3823055	8687 Melrose Ave, West Hollywood, CA  90069, United States
Out Of Ordi	Bakery		34.0573794	-118.3076477	3524 W 8th St, Los Angeles, CA  90005, United States
Nana's Green Tea	Tea Room		34.1466759	-118.1491801	45 N Raymond Ave, Pasadena, CA  91103, United States
Arc'teryx	Outdoor Sports Store	$$$	34.0719325	-118.3442025	159 S La Brea Ave, Los Angeles, CA  90036, United States
Community Goods	Coffee Shop		34.0841473	-118.3636161	710 N Edinburgh Ave, Los Angeles, CA 90046, United States
Adidas Y3	Sportswear Store		34.082961	-118.373911	8428 Melrose Ave, West Hollywood, CA  90069, United States
Chrome Hearts	Jewelry Store		34.0810249	-118.3852693	600 N Robertson Blvd, West Hollywood, CA  90069, United States
BAPE STORE	Clothing Store		34.0807036	-118.3860196	8810 Melrose Ave, West Hollywood, CA  90069, United States
Madhappy	Clothing Store		34.0806235	-118.3869155	8906 Melrose Ave, West Hollywood, CA  90069, United States
2nd Street	Thrift Store		34.0835078	-118.3547312	7560 Melrose Ave, Los Angeles, CA  90046, United States
Providence	American Cuisine	$$$$	34.0836322	-118.3301514	5955 Melrose Ave, Los Angeles, CA 90038, United States
Kith	Clothing Store		34.0678291	-118.401081	262 N Rodeo Dr, Beverly Hills, CA 90210, United States
The Vitamin Shoppe	Vitamin and Supplement Store	$$	34.1426731	-118.1326828	181 S Lake Ave, Unit 5, Pasadena, CA  91101, United States
SUGARFISH	Sushi Restaurant	$$$	34.1433107	-118.1317806	146 S Lake Ave, Pasadena, CA  91101, United States
Mendocino Farms	Sandwich Shop	$$	34.1417725	-118.132021	238 S Lake Ave, Pasadena, CA  91101, United States
Tosakko Ramen & Yakitori	Ramen Restaurant		34.1460375	-118.1452839	245 E Colorado Blvd, Pasadena, CA  91101, United States
Woon	Chinese Cuisine		34.1689618	-118.1219551	1392 E Washington Blvd, Pasadena, CA  91104, United States
Dumpling Wei	Asian Cuisine		34.1461643	-118.1186401	1535 E Colorado Blvd, Pasadena, CA  91106, United States
Badash Bakes	Bakery	$$	34.1459607	-118.1452724	247 E Colorado Blvd, Pasadena, CA  91101, United States
CAVA	Mediterranean Cuisine	$$	34.140114	-118.1328681	345 S Lake Ave, Pasadena, CA  91101, United States
Tsukiyo Sushi	Sushi Restaurant		34.0621253	-118.3133193	3959 Wilshire Blvd, Ste A11, Los Angeles, CA  90010, United States
Sonmari	Temaki Sushi Restaurant		34.0890855	-118.2763327	3503 W Sunset Blvd, Los Angeles, CA 90026, United States
SUGARFISH	Sushi Restaurant	$$$	34.0682649	-118.3982199	212 N Canon Dr, Beverly Hills, CA  90210, United States
Restaurant Ki	Korean Cuisine		34.0500815	-118.2414293	111 S San Pedro St, Unit B2, Los Angeles, CA  90012, United States
Sushi Kaneyoshi	Sushi Restaurant	$$$$	34.0500997	-118.2414223	111 S San Pedro St, Unit B1, Los Angeles, CA 90012, United States
Jeong Yuk Jeom	Korean BBQ Restaurant	$$$	34.0629301	-118.3094555	621 S Western Ave, Unit 100, Los Angeles, CA 90005, United States
Nobu	Japanese Cuisine	$$$$	34.0871154	-118.3766931	903 N La Cienega Blvd, Los Angeles, CA 90069, United States
kodō	Japanese Cuisine		34.0341519	-118.22966	710 S Santa Fe Ave, Los Angeles, CA  90021, United States
Longo Seafood Restaurant	Seafood Restaurant	$$	34.0624235	-118.104701	7540 Garvey Ave, Unit A, Rosemead, CA 91770, United States
Dai Ho Restaurant	Taiwanese Cuisine	$$	34.105286	-118.0692663	9148 Las Tunas Dr, Temple City, CA  91780, United States
Sea Harbour Seafood Restaurant	Seafood Restaurant	$$	34.079828	-118.0734702	3939 Rosemead Blvd, Rosemead, CA 91770, United States
Lunasia Dim Sum House	Dim Sum Restaurant	$$	34.0922178	-118.1323	500 W Main St, Alhambra, CA 91801, United States
MUN Korean Steakhouse	BBQ Restaurant	$$$	34.063786	-118.298508	3519 W 6th St, Los Angeles, CA  90020, United States
Chosun Galbee	Korean BBQ Restaurant	$$$	34.0524105	-118.310293	3330 W Olympic Blvd, Los Angeles, CA  90019, United States
3CAT	Bubble Tea Shop		34.0584112	-118.3087893	740 S Western Ave, Ste 117, Los Angeles, CA  90005, United States
Sun Nong Dan	Korean Cuisine		34.0591912	-118.3088382	710 S Western Ave, Los Angeles, CA  90005, United States
Parks BBQ	Korean BBQ Restaurant	$$$	34.0537803	-118.2920283	955 S Vermont Ave, Los Angeles, CA  90006, United States
Marugame Monzo	Udon Restaurant	$$	34.0500593	-118.2400292	329 E 1st St, Los Angeles, CA  90012, United States
Sushi Gen	Sushi Restaurant	$$$	34.0466822	-118.238663	422 E 2nd St, Los Angeles, CA  90012, United States
Gwen	Steakhouse	$$$$	34.0977906	-118.3333594	6600 Sunset Blvd, Los Angeles, CA 90028, United States
Kali	Steakhouse	$$$	34.0833852	-118.3244496	5722 Melrose Ave, Los Angeles, CA  90038, United States
Miopane	Bakery		34.1475221	-118.1491116	95 N Raymond Ave, Pasadena, CA  91103, United States
Chagee Modern Teahouse	Tea Room		34.1437061	-118.2558107	775 Americana Way, Spc E, Glendale, CA  91210, United States
Auntea Jenny	Bubble Tea Shop		34.0797415	-118.1043786	301 W Valley Blvd, Ste 103, San Gabriel, CA  91776, United States
Charlie's Tea	Bubble Tea Shop		34.0802313	-118.1026668	227 W Valley Blvd, Unit 168c, San Gabriel, CA 91776, United States
Heytea	Bubble Tea Shop		34.0680815	-118.1341427	500 N Atlantic Blvd, Ste 177, Monterey Park, CA  91754, United States
Molly Tea	Bubble Tea Shop		34.0796494	-118.1062554	425 W Valley Blvd, Unit 101, San Gabriel, CA  91776, United States
Danbi Coffee	Coffee Shop		34.1447815	-118.1231797	1299 E Green St, Unit 100, Pasadena, CA  91106, United States
A Little Tea	Bubble Tea Shop		34.1462576	-118.1159499	1671 E Colorado Blvd, Pasadena, CA  91106, United States
