slug	name	cat	city	rating	count	summary	r1	r2
out-of-ordi-34.0574_-118.3076	Out Of Ordi	Bakery	Los Angeles	4.6	144		I’ve been wanting to try Out of Ordi for a while, so I lined up right at their 11:30 AM opening time on weekend and waited about 30 minutes to get inside. Inside were clean and modern. I ended up trying 8 different flavors of thei	Small modern cute coffee & salt bread pick-up atmosphere with cute merch. A wide variety of delicious viral Korean salt bread. There are limit of 8 per customers and we tried almost all flavors. Very delicious and cute merch varie
nana-s-green-tea-34.1467_-118.1492	Nana's Green Tea	Tea Room	Pasadena	4.1	57		Tried Nana Green Tea Pasadena since they just opened 🍵 Place was super crowded and everyone had to order from the machine, so it was kinda hectic at first 😭 They told us most food was sold out already, so we just got matcha drinks	Visited on a Sunday afternoon and the line was not too bad and moved quickly. There are two options to order: one on a tablet and one with a cashier. I ordered the chicken Katsu curry and the soft serve matcha latte. Both were ver
arc-teryx-34.0719_-118.3442	Arc'teryx	Outdoor Sports Store	Los Angeles	4.5	131		Staff greet you upon entry and can and will help you find stuff, but not a super big store so some items might not have full stock. I got what I needed.	Worst customer service experience of my life. I went into the Arc’teryx La Brea store to return items I received as a gift, worth approximately $1,400, intending to receive store credit. I told the cashier, Christopher, that I wan
community-goods-34.0841_-118.3636	Community Goods	Coffee Shop	Los Angeles	4.3	630		Really nice place & food. As you can see from the pics.the line gets long so quick so u better come early or they might be sold out quickly. If you wanna try smth different & light, def. Worth the wait / experience. Worth to try i	The drinks here are hip and tasty, but overpriced. The einspanner was sweet and rich, but quite frankly way too small for the price (or there was way too much ice). My friend got the matcha latte, which was fragrant and definitely
adidas-y3-34.083_-118.3739	Adidas Y3	Sportswear Store	West Hollywood	3.9	30	Retail store featuring the brand's signature athletic footwear, clothes & accessories.	I love this Adidas Flagship Store, got another new pair of amazing shoes here my Adidas Tokyo... and the Staff are friendly and accomodating, i forgot the name of particular girl that assisted me, shes really nice, but all of them	Omg. I love this store it always has the best drops. I live in Palmdale and I really hate that they never answer the phone for me to see if they have new stuff before I come. Is there correct number listed. I’m tryna shop right no
chrome-hearts-34.081_-118.3853	Chrome Hearts	Jewelry Store	West Hollywood	3.4	281		Hi! I wanted to share my positive experience with one of your locations and associates. Ciara Moore delivered an exceptional experience during my visit to Chrome Hearts in Beverly Hills today. From the moment I walked in, she was 	Kenny is hands down my favorite sales associate here - he's truly outstanding at his job, and every shopping experience I've had at this store has been an absolute blast. I want to give a big shout-out to Kenny for consistently ke
bape-store-34.0807_-118.386	BAPE STORE	Clothing Store	West Hollywood	4.3	290		First time at this location and honestly have to say the staff is super friendly and chill! Greeted me when I walked in and was willing to help me out with my purchase. Store had a good inventory. Would definitely come back and vi	Employees were really nice and welcoming and I purchased a white full zip shark bape sweater. Great quality workers are really nice and will help you with anything you need. Will be coming back to purchase
madhappy-34.0806_-118.3869	Madhappy	Clothing Store	West Hollywood	3.9	49		Very kind and their hospitality is unmatched. Jake and Justin are the goat lol. I was able to get what my daughter wanted. I would highly recommend coming here! A strong 10/10 for me. 👍	This place is super cute! I love the colors and the styles are pretty simple. The quality is okay, but it’s not the best. Oh, and there’s a cafe inside. I didn’t try the drinks because I had drinks at Community Goods (which are am
2nd-street-34.0835_-118.3547	2nd Street	Thrift Store	Los Angeles	3.6	196		I sorta knew what to expect when walking into this shop, but it still surprises me by some of the pieces they had. The employees especially one female and guy with dreads was very helpful in sharing with me information that I was 	The two guys helping me were very nice and straight forward. I forgot my slip but I described my bag and they remembered which one it was and didn’t make a big deal out of it which was appreciated. Took 2 hours on a Saturday for j
providence-34.0836_-118.3302	Providence	American Cuisine	Los Angeles	4.7	1148	Chef Michael Cimarusti's fine-dining destination delivers innovative seafood in a tranquil setting.	Providence remains one of those rare restaurants that does not chase relevance because it already owns it. This is seafood as high craft, quiet confidence, and discipline meeting deep pleasure. Every course feels intentional witho	Providence is bar none the best restaurant I have ever been to. The service was amazing - every single staff member went above and beyond for us. They were also very knowledgeable and could speak to every ingredient. The ambience 
kith-34.0678_-118.4011	Kith	Clothing Store	Beverly Hills	4.1	92		This was my first time visiting the Kith on Rodeo Drive. The store itself was very clean and beautifully maintained. When I asked to try on a pair of Converse shoes, it took more than 10 minutes for the staff to bring them. I even	When it comes to Kith, we’re blessed to have multiple stores to choose from (Kith Malibu, Sunset and Rodeo) but the crew at Rodeo always make me come back to this location. The store feels like home, with every person there always
the-vitamin-shoppe-34.1427_-118.1327	The Vitamin Shoppe	Vitamin and Supplement Store	Pasadena	4.3	77	Chain with a wide range of nutritional supplements, vitamins & herbs, plus bath & beauty products.	Great experience every time I visit. The staff is friendly, knowledgeable, and always willing to help. I was pleasantly surprised that they seemed to remember me from previous visits, which made the experience feel more personal. 	Solid spot for supplements but parking can be a hassle at this location. I had a promo online that required me to pick up the order at this location and the transaction was smooth. Customer service was good and helpful. I’d defini
sugarfish-34.1433_-118.1318	SUGARFISH	Sushi Restaurant	Pasadena	4.5	1057	Celebrated local sushi chain serving traditional rolls & sake in a chic, intimate space.	Revisited SUGARFISH with my lovely wife and we were just as amazed as we were the first time around. We had a whole process of visiting as a guest and regardless if we were guest or not, the experience was fantastic as a whole. I'	Sugarfish Pasadena is simple, sleek, and all about letting the sushi shine. The Trust Me menu is the way to go — a curated selection of fresh, high-quality nigiri and rolls that consistently hits the mark. The vibe is casual but p
mendocino-farms-34.1418_-118.132	Mendocino Farms	Sandwich Shop	Pasadena	4.6	634	Creative gourmet sandwiches, soups & salads, made with local & seasonal ingredients.	Try this place for their delicious, healthy and interesting sandwiches, wraps and more. Prices were reasonable. Service was friendly, quick, portions were generous and the place was clean and roomie. Try the outdoor eating area an	awesome lunch spot! had the modern Caesar and tomato 🍅 basil soup. Heavenly!
tosakko-ramen-yakitori-34.146_-118.1453	Tosakko Ramen & Yakitori	Ramen Restaurant	Pasadena	4.6	41		“I love Torigoya in downtown Little Tokyo for their yakitori, but I recently found this spot much closer to home—and in my opinion, it’s even better than average (though some people might not agree). The yakitori is fresh, perfect	Great place to eat! Everything was absolutely delicious. Service was outstanding! Will definitely go back soon
woon-34.169_-118.122	Woon	Chinese Cuisine	Pasadena	4.3	122		I really don’t like writing bad reviews, but I have to say something so other people don’t fall into the same trap I did. Honestly, don’t come to this place unless you are a glutton for a ripoff. Let me explain. I know this spot i	Amazing Chinese food served with cozy modern vibes. Beef noodles are amazingly chewy and delicate. A gem in Altadena/Pasasena area. This is the only modern Chinese restaurant that makes you feel relaxed enough to have a drink with
dumpling-wei-34.1462_-118.1186	Dumpling Wei	Asian Cuisine	Pasadena	4.3	126		Came to Pasadena to visit my homie and we decided to treat ourself to this delicious restaurant. The prices are sooooo affordable I’m really surprised. I’m not from this area so it’s really nice to see some dishes under $10?! Righ	What I got: Golden Beef Belly Noodle Soup Garlic Pork Ribs Xiao long bao Lao Gan Ma Fried Noodles with Chicken Pig Ear in Chili Oil Pork Wonton in Chili Oil Beef Roll Cold Cucumber Stir Fried Eggplant Authentic Northern Chinese an
badash-bakes-34.146_-118.1453	Badash Bakes	Bakery	Pasadena	4.4	261		My sister and I went on Valentine’s Day, and everything was a 10/10. The line was out the door and took about 25 minutes, but it was well worth the wait in my opinion. The matcha blondie had a strong matcha flavor, which I loved, 	Visited here to try matcha cinnamon roll! Very curious about this matcha cinnamon roll bc i just never thought about bringing matcha to cinnamon roll. My overall impression of matcha cinnamon roll was underwhelming. Maybe I had a 
cava-34.1401_-118.1329	CAVA	Mediterranean Cuisine	Pasadena	4.6	1701	Mediterranean restaurant for thoughtful food with customizable greens & grains bowls, pitas & salad.	Keanu provided excellent customer service at Kava. When I got to the register to pay, he was incredibly friendly, professional, and attentive. He had such a positive attitude and made the interaction feel genuine and welcoming. Ev	The food is definitely high-quality and the ingredients are fresh, which I appreciated. Unfortunately, the actual taste didn’t fit my palate. The taste of the combination of sauces and ingredients didn’t seem to blend well togethe
tsukiyo-sushi-34.0621_-118.3133	Tsukiyo Sushi	Sushi Restaurant	Los Angeles	4.6	241		The food was GREAT both in presentation and flavor. Jenni made sure to take care of our table with excellent service. We sat in a room which was very cute and comfortable! The dishes here are delicious especially the sushi on cris	I visited Tsukiyo Sushi for the first time to host a very important guest, and the experience exceeded all expectations. From the moment I walked in, I was impressed by how clean and well-maintained the restaurant was. The private
sonmari-34.0891_-118.2763	Sonmari	Temaki Sushi Restaurant	Los Angeles	4.8	131		Just tried this newly opened hand roll spot and I’m already planning my next visit. From the moment we sat down, the service was on point. The staff was incredibly attentive without being intrusive. Our water glasses were constant	My experience at Sonamri can only be described as an unforgettable experience. The staff is very friendly and attentative despite how busy the restaurant gets. They also provided excellent explanation of the menu when I was unsure
sugarfish-34.0683_-118.3982	SUGARFISH	Sushi Restaurant	Beverly Hills	4.5	1056	Sugarfish Beverly Hill's spare, hidden private dining room offers a 20-course Japanese tasting menu.	You can’t go wrong with Sugarfish. The sushi is always delicious, incredibly fresh, and consistently high quality. I usually order takeout, and they are always fast and right on time, it’s my go-to sushi spot. I probably order at 	Great dining experience. The Trust Me menu delivers consistently fresh fish and perfectly seasoned rice. Service is efficient and polished, making it a reliable go to when you want quality sushi without distractions. Portions are 
restaurant-ki-34.0501_-118.2414	Restaurant Ki	Korean Cuisine	Los Angeles	4.9	37		The hardest thing was finding the restaurant when you street park, you have to go through random stairs, get through a door to find another door inside a parking lot then a specific elevator to the restaurant. So I would recommend	NOT DINING, BUT AN ELEVATED EXPERIENCE - Note: I make my own reservations and pay for my meals. I don't hold back and tell it always like it is. If you're looking for a unique dining experience, and not just an expensive good meal
sushi-kaneyoshi-34.0501_-118.2414	Sushi Kaneyoshi	Sushi Restaurant	Los Angeles	4.7	55		Parking/Entry: Use the Kajima building structure (address in email). Go to the 2nd-floor glass doors, then take the middle elevator to the basement. This was my second visit to Sushi Kaneyoshi, and it remains incredible. The staff	Don’t come here for the Inaba x Kaneyoshi collab! It was disappointing to say the least. The rice in the nigiri was too hot and the flavors on the fish were too overwhelming on 2 of the courses. One had too much jalapeño that you 
jeong-yuk-jeom-34.0629_-118.3095	Jeong Yuk Jeom	Korean BBQ Restaurant	Los Angeles	4.4	815	Upmarket, Korean-style grill offering premium cuts of beef such as dry-aged prime ribeye.	If you’re chasing premium Korean BBQ in the heart of K-Town, this spot is one of the more elevated experiences in the neighborhood. 🇰🇷🔥 Jeong Yuk Jeom translates to “butcher shop” — and that’s exactly the vibe you get: hand-select	Best meal ever, the beef melts in your mouth and the staff cook the meat just right for you. Get the butchers special and all the meat, and the side dishes are great too, delish seafood pancake, well worth the money for the food y
nobu-34.0871_-118.3767	Nobu	Japanese Cuisine	Los Angeles	4.3	1330	Upmarket standard for Peruvian-accented Japanese fare served in a chic, happening setting.	Great dinner at Nobu Los Angeles. The food was excellent, especially the nigiris which were fresh and perfectly prepared. The vibe in the restaurant is stylish but relaxed, and the location is super convenient. Service was attenti	First time trying Nobu and it was a good experience. I absolutely understand why everyone gets the yellowtail. Its absolutely delicious and not raw tasting at all. The star of the night for us were the waygu tacos. Black cod miso 
kod-34.0342_-118.2297	kodō	Japanese Cuisine	Los Angeles	4.2	274		A Michelin recognized restaurant that’s just perfect for a quiet evening. The atmosphere is chill and the playlist vey ear pleasing and well as the decor. Modern style design that’s chic and comfortable at the same time. We ordere	Great Japanese restaurant with really nice ambiance, friendly and gracious staff. The host came up on a slow night to refill my wine, complimentary. It’s the kind of place that really values its customers and puts a lot of care in
longo-seafood-restaurant-34.0624_-118.1047	Longo Seafood Restaurant	Seafood Restaurant	Rosemead	3.9	1044		Came here on a Tuesday for lunch with my parents. It was a bit busy, but the wait was under 10 minutes, which wasn’t bad at all. We ordered the usual dim sum staples and added one special item, the imperial cold chicken. That dish	One of the best dimsum restaurants I have ever been to. It is bustling on the weekends especially for lunch. The interior is like a large banquet hall with several private rooms as well. Everything is very delicious and well porti
dai-ho-restaurant-34.1053_-118.0693	Dai Ho Restaurant	Taiwanese Cuisine	Temple City	4.2	294		I've been coming to Dai Ho for years, and there's no denying that their beef noodle soup is delicious. The broth is rich and flavorful, the noodles have a great texture, and it's easy to see why they've built such a loyal followin	If you’re craving an authentic bowl of Beef Noodle Soup, this is it. The broth is infused with peppercorns, giving it an incredibly bold, numbing aroma that takes me straight back to those nostalgic Taiwanese military village (Jua
sea-harbour-seafood-restaurant-34.0798_-118.0735	Sea Harbour Seafood Restaurant	Seafood Restaurant	Rosemead	4.1	1262	Upscale go-to for traditional lunchtime dim sum & Cantonese seafood entrees for dinner.	Every time I pass by this Cantonese restaurant at lunchtime, I always see a lot of customers waiting to be seated, so it seems like a very popular restaurant. I decided to try their dim sum. After waiting for over 30 minutes, I wa	​If you're planning a visit, be prepared for a crowd. We went for lunch and had a significant 35-minute wait to be seated. The dining room was buzzing and clearly very popular. ​However, the reason for the queue is simple: this is
lunasia-dim-sum-house-34.0922_-118.1323	Lunasia Dim Sum House	Dim Sum Restaurant	Alhambra	4.2	1676	Dim sum, traditional Chinese dishes & chef specialties in a spacious setting with white tablecloths.	Delicious dim sum served in a comfortable, large dining room. We were a party of 5 and arrived at 11am on Sunday morning. It was crowded but we only had to wait 5 minutes for our table. The quality of the dim sum was good. Popular	I recently tried Lunasia Dim Sum House for the first time. I was curious to visit because I noticed that the restaurant has been selected by the Michelin Guide for two different years, and it has also been featured in newspapers a
mun-korean-steakhouse-34.0638_-118.2985	MUN Korean Steakhouse	BBQ Restaurant	Los Angeles	4.5	339		The steak was amazing! We ordered the feast! The service was great she cooked all of our food! It tasted amazing! I have been full all day! The quality was so good i didnt even need sauce! I just added the sprinkle of salt and it 	Highly recommended for date nights, anniversaries, celebrations, and special occasions ✨ An elevated dining experience with beautifully curated courses, premium meats, and exceptional attention to detail. Every dish felt refined, 
chosun-galbee-34.0524_-118.3103	Chosun Galbee	Korean BBQ Restaurant	Los Angeles	4.1	1608	Korean BBQ spot featuring a menu of grilled meats, hot pot & noodles served in a modern space.	An OG of K-Town you can’t go wrong here. Classic menu, classic flavors, all done really well. Their side dishes are straight out of Korea. Their meats are high quality. Their neng myun is one of the best in the city. It’s great fo	Excellent side dishes and generous portions of meat combos. The pan fried fish appetizer dish was the best I’ve had in a long long while. Some of the meats are so so.
3cat-34.0584_-118.3088	3CAT	Bubble Tea Shop	Los Angeles	4	148		2/19/2026 - I enjoyed drinks at this brand shop, where high-quality ingredients like fresh fruit are used. Today, I repeat the same two drinks again - handmade MANGO MOCHI and AVOMANGO SWEET DEW in K-Town - it is so good!	Let's start with the drink- I tried their special mango mochi signature beverage. The mochi and mango had great flavoring but it mainly consisted of ice. It was mostly what i tasted. Not so great. Did I mention that I waited 41 mi
sun-nong-dan-34.0592_-118.3088	Sun Nong Dan	Korean Cuisine	Los Angeles	4.4	2547		Personally, I think the food is good, but not "we should wait in line for an hour or more" good. We came here the night before and it was packed with a line extended around the parking. The next day we came during 2pm and it was a	Excellent restaurant for Korean soups and stews. The banchan are flavorful and addicting, especially the buchoo or chives kimchi. Reviewers complaining about price are ignorant of the extremely generous breakfast special? This res
parks-bbq-34.0538_-118.292	Parks BBQ	Korean BBQ Restaurant	Los Angeles	4.4	2266	Lively, upscale Korean BBQ restaurant with Kobe-style beef and marinated short ribs.	This restaurant is best known for its meat dishes, but I came by during lunch to try their lunch combo and burger specials. Normally, when we come here for barbecue, it’s a serious commitment. The last time five of us ate here and	For years we’ve dined at countless Korean BBQ restaurants across Los Angeles, and for some unknown reason, we somehow managed to skip Park’s BBQ — until now. Maybe it took a special occasion like my brother’s 60th birthday to fina
marugame-monzo-34.0501_-118.24	Marugame Monzo	Udon Restaurant	Los Angeles	4.5	1630	Hip spot where an array of udon dishes are prepared with noodles hand-pulled in an open kitchen.	Marugame Monzo definitely lives up to its reputation when it comes to udon — the noodles were genuinely very good, and I can see why so many people recommend the place. I ordered takeout, though, so I feel like the experience is p	A classic in the neighborhood. Their udon has a great texture to it, especially if served cold. Got the cold Ikura udon with grated radish, green onions, seaweed, and broth served on the side. It was refreshing, the broth was salt
sushi-gen-34.0467_-118.2387	Sushi Gen	Sushi Restaurant	Los Angeles	4.6	1799	Locals line up at this simple sushi bar, known for traditional Japanese preparations & lunch deals.	Sushi Gen is my absolute favorite Japanese sushi restaurant. If you’re craving sashimi or sushi, this is the place to visit — you’ll enjoy some of the freshest and most satisfying quality fish around. This place is always crowded.	This sushi place is the best in town. Raw tuna has an absolutely superb taste. It’s of great quality and has a high turnover rate, ensuring that you can always enjoy fresh sushi. However, one unfortunate aspect is that we don’t ta
gwen-34.0978_-118.3334	Gwen	Steakhouse	Los Angeles	4.3	679		It’s that environment when at the restaurant the taste of each bite makes you give a small satisfying nod. You close your eyes and breathe out heavily - mumbling “Oh that’s SO good!” And not only you. It’s a collective act that I 	I loved my meal here, everything was delicious and the service was wonderful! My favorite items were the lobster ravioli (must order), the flat iron steak, and the side of creamed leeks & onions. We ordered a decent amount of food
kali-34.0834_-118.3244	Kali	Steakhouse	Los Angeles	4.4	468	Minimalist & chic space for seasonal & contemporary California cuisine, plus eclectic wines.	We loved this restaurant when visiting LA. Definitely recommend the park house rolls, and the steak was cooked perfectly. The staff was very kind and attentive. We loved the chocolate dessert. Everything we had from the mocktails 	This place was super good. The service was amazing and the food was great. Our server Amanda was a great help. And the Original Kali Meringue Gelato was one of the best desserts I have ever had. I highly recommend that one. Our se
miopane-34.1475_-118.1491	Miopane	Bakery	Pasadena	4.4	164		Delicious, stuffed bagels that actually live up to the IG hype! ​I’ve been seeing Miopane all over my feed for months, but the massive lines kept putting me off. Today, I finally committed and arrived 15 minutes before opening—whi	Miopane is amazing and definitely worth trying if you’re in Pasadena. Their savory bagels are the standout for me - soft, fluffy and really flavorful. I’ve tried the Garlic Butter, Everything Bagel with Smoked Gouda, and Jalapeño 
chagee-modern-teahouse-34.1437_-118.2558	Chagee Modern Teahouse	Tea Room	Glendale	4	28		UPDATE: grand opening celebrations & giveaways happening 4/10-4/12 🎉✨ @usachagee posting more details about giveaways happening every day this weekend GORGEOUS teahouse with delicious teas 🤍 soft opened today with ample seating in	First time here, good impression 👍 so fancy in there 🤩 very clean bathroom and super friendly staff. Had a black tea milk with oat milk 🥛 loved it! They give it to you in a fancy bag which I had never seen before.
auntea-jenny-34.0797_-118.1044	Auntea Jenny	Bubble Tea Shop	San Gabriel	4.4	95		This was my first time at Auntea Jenny. I tried their matcha series and it was so rich & creamy. Their tea has a nice fragrant flavor. The store was beautiful decorated, this location is an express shop to grab drinks. The store i	Auntea Jenny in San Gabriel offers a solid, creative menu that stands out from standard boba shops, particularly through their focus on unique textures and premium teas. The service here is wonderful, and I loved the classic ambia
charlie-s-tea-34.0802_-118.1027	Charlie's Tea	Bubble Tea Shop	San Gabriel	4.5	43		Really enjoyed the drinks here! Super refreshing, not too sweet, and the tea flavor was great. Cute presentation and friendly service too. Will definitely come back!	Grand opening in April 2026. I heard Charlie’s Tea is a popular drink spot in China. I ordered the Ceylon Black with pecan cream top and the Misty Peach Oolong Milk Tea, which are among their top five drinks. I liked the Peach Ool
heytea-34.0681_-118.1341	Heytea	Bubble Tea Shop	Monterey Park	4.2	314		Stopped by quickly to grab a drink and I parked right outside on Atlantic. Neglected to order ahead so ordered with staff and it didn’t take too long to get the drink. You can also use the kiosk to order. They’ll call out the numb	A new HeyTea spot added to SGV and I was extremely excited for this spot to open. Located in Atlantic Time Square by the side of the street, this place is extremely busy most days and at most times. Parking is plenty and free in a
molly-tea-34.0796_-118.1063	Molly Tea	Bubble Tea Shop	San Gabriel	4.8	2503		Finally got to try Molly Tea, and it is obvious why they are the top boba tea place. First off the interior is huge with a great aesthetic, and the gigantic tea cup outside is iconic. You order on these huge tablets and get a text	Tea is good but definitely not worth the wait. Took us almost 45 minutes to get our order. We tried a matcha jasmine tea and a mango jasmine smoothie. The match jasmine tea is very good. The flavors of both matcha and jasmine blen
danbi-coffee-34.1448_-118.1232	Danbi Coffee	Coffee Shop	Pasadena	4.6	120		If you’re in Pasadena, this café is absolutely worth a stop. The coffee had an incredible aroma and tasted genuinely exceptional. The tomato basil pastry was savory, flaky, and full of flavor, and the small mango and strawberry ca	I love this new Korean cafe in Pasadena. Their matcha is soo good and creamy! The pastries are delicious as well! They have a lot of options to choose from coffee,non caffeinated drinks , tea, pastries. And fruits desserts I’m def
a-little-tea-34.1463_-118.1159	A Little Tea	Bubble Tea Shop	Pasadena	4.8	109		ALittle Tea Pasadena is located on a busy corner across from Pasadena City college. Easy area to walk and enjoy the neighborhood. There are many boutique restaurants and businesses in this area. ALittle Tea is a great place for qu	The front desk Sophie is one of the most helpful and knowledgeable people in the store. She recommended every time when I don’t know what to drink and it comes out super yummy. Reasonable price and good workers.
tano-37.7856_-122.3958	Tano	Bakery	San Francisco	4	72		The salt bread was amazing! Got here around 845 am, and when I went to eat the bread - it was warm! An amazing start to my day. The warm bread was buttery in the center, not overly salted, the only salted part was the visible salt	I love Tano and always recommend their pastries to friends who enjoy Asian inspired flavors. I’ve visited multiple times, and the salt bread is definitely my top favorite, along with the sesame toffee cookie. The kimchi scone didn
viks-chaat-37.8614_-122.2981	Viks Chaat	Chaat Restaurant	Berkeley	4.2	4394	Ample Indian grocery store with lots of traditional food items & spices, plus a quick-serve cafe.	Had a solid experience at Viks Chaat. The food definitely leans very spicy, so be prepared if you’re sensitive to heat, but there’s still good flavor throughout the menu. The setup is more cafeteria-style than a traditional sit-do	An amazing place serving Indian chaat. Can get crowded on the weekends, but still the service is pretty quick. Plenty of seating options both indoors and outdoors. We ordered Chole Bhature, Dahi Batata Puri, Pav Bhaji, Kaathi roll
spicy-joi-banh-mi-noodles-lao-street-foo-37.9736_-122.0423	Spicy Joi Banh Mi-Noodles-Lao Street Food	Laotian Cuisine	Concord	4.4	235		Everyone was friendly and helpful. The food was great, reminded me of my moms cooking! I love spicy food and ordered papaya salad extra spicy, it was definitely SPICY but so flavorful! 🔥🤤 My husband enjoyed the beef larb and nam k	Very friendly staff, great food. This being a Lao restaurant, the menu is a bit different from the Thai-Lao restaurants in the Bay. The spicy Lao sausage banh mi is so tasty! The hibiscus drink is really good and just slightly swe
ok-s-deli-37.8289_-122.2643	Ok's Deli	Deli	Oakland	4.5	190		This place is amazing. I just wish the sandwiches weren't all $20. They're worth it, but it's a treat yourself thing. The sisig bolilo was hard to finish for 2 people, because they're was just so much in it! Amazing cut of fatty m	Pork banh mi was out of balance. It’s pricey at $18 but there is a lot of pork. Unfortunately, it was dry and there weren’t enough pickled veg to balance it out. Ebi (shrimp) katsu sando was solid. Good texture, great bun and defi
ippuku-37.8703_-122.267	Ippuku	Izakaya	Berkeley	4.5	784	Japanese izakaya-inspired spot serving yakitori & soba with shochus & sakes in wood-clad environs.	Appreciated the small dishes for variety, but quality differed between dishes and I also found many of them lacked flavor. My favorite dishes were the negima (thigh with leek), the shisho making, and the goma yogoshi (spinach in s	The food was delicious but a little inconsistent. Some of the dishes were exceptional and sometimes mind-blowing, others left something in the kitchen (no, not literally). The chicken giblet skewer, for instance, was amazing-you'd
alem-s-coffee-37.8405_-122.2597	Alem’s Coffee	Coffee Shop	Oakland	4.7	321		What a delight! Here on a hot day in Oakland but Ethiopian food always hits the spot! Super fresh, great quality, plenty of seating inside and out which is quite inviting, and the service is very friendly! Makes me really wanna go	So cute, so yummy. I had to try the Ful based on the reviews, and it did not disappoint - so flavorful and delicious with crusty fresh bread! Coffee very tasty (I just had the house coffee). Little seating areas indoors and out ar
mister-jiu-s-37.7938_-122.4067	Mister Jiu's	Chinese Cuisine	San Francisco	4.3	1193	High-end Chinese cuisine with a California accent in a restored historic space with high style.	# Culinary Heights, Service Lows, and a Deafening Beat Mister Jiu’s, occupying an expansive and pleasant space in San Francisco’s Chinatown, is rightly renowned for its take on Chinese cuisine. The kitchen delivers a formidable ar	Great fusion of Chinese flavors and and western dining. They don’t skimp out on their portions and the service was also great. All of the dishes were solid, and the cheung fun was my personal favorite. It was served in pasta style
tacos-oscar-37.8287_-122.2603	Tacos Oscar	Taco Restaurant	Oakland	4.7	426	Compact restaurant offering tacos with innovative fillings amid a laid-back ambiance.	If you're looking for a unique taco place, yet can't eat meat due to dietary restrictions, ima put y'all on Tacos Oscar -- one of the BEST taco spots in the heart of Oakland. This taco place is to NOT be slept on! As I approached 	An absolutely soothing hip taco place that I went with a friend while in Oakland. There is plenty of outdoor seating and an overall serene moody ambience to the place, sophisticated but Bohemian and stylish. The tacos are delightf
soba-ichi-37.817_-122.2851	Soba Ichi	Soba Restaurant	Oakland	4.4	643	Snug Japanese dinner spot specializing in soba noodles crafted on site, plus snacks, sides & sake.	This was a great experience for us. The restaurant is in a rough looking neighborhood and parking was quite difficult as there is only street parking available. The restaurant has a few booths inside for small parties and a large 	Was here for early dinner on a Saturday with a friend, the line for food was long but the food did not take long to arrive. Roadside parking is scarce so expect to walk a block or 2. As the name suggests this is a soba shop so exp
joodooboo-37.8325_-122.2737	Joodooboo	Korean Cuisine	Emeryville	4.8	246		A spot in Oakland that I’ve been curious for a good amount of time and finally got the chance to go to! They serve very healthy/traditional Korean meals and some of their banchan. Taking one star off because it is a little pricey 	Came for a pop-up menu they had with Bazaar Sonoma, and all the food was great. Regarding the Joodooboo items, the tofu quality is superb, really loved their dessert, super silky tofu with a brown butter syrup and granola, perfect
cafe-colucci-37.8419_-122.2837	Cafe Colucci	Ethiopian Cuisine	Emeryville	4.5	926	Traditional menu of Ethiopian eats featuring exotic imported spices & plentiful vegetarian options.	The service was pretty good. The waiter answered all questions very sweet person..The appetizer was on point. It was like a samosa, but it had beef and lentils in it.I had a lemonade.The lemonade was really, really good.The main d	Cafe Colucci has been on our list for months so glad we had the opportunity to visit on MLK Jr. Day ❤️ Everything from the vibe, food, and service were better than we could’ve imagined. What a fun time and thanks to Damian for the
rose-pizzeria-37.8716_-122.2715	Rose Pizzeria	Pizza Restaurant	Berkeley	4.6	415		If you’re just looking for a reliably good pizza place, this spot definitely delivers. They’ve got a really nice dough, tasty cheese, and a sauce that pulls everything together into a pretty satisfying personal pizza. They also ha	*For context, this review is largely for vegans (3.5/5 stars). Had a reservation on a Friday evening on the back patio. Beautiful weather for the back patio. I had emailed the restaurant in advance to check on vegan menu items, an
sirene-37.8129_-122.2468	Sirene	Seafood Restaurant	Oakland	4.5	179		We want to really love Sirene, and it has the makings and potential of a fantastic neighborhood gem, but certain things have kept it from fully attaining that height for us. 4 stars. Across a couple meals, we felt service was abso	Sirene is one of my favorite little gems because she’s living a double life ☕✨By morning, she’s a cozy café with REALLY good coffee. And listen… if I’m paying for coffee, I want the good milk lol. You can taste the difference here
friends-only-37.7906_-122.4193	Friends Only	Japanese Cuisine	San Francisco	4.6	68		The food and experience is absolutely amazing! All the smooth and unique flavors without over engineering the recipe what I loved. Don’t forget to arrive on time because the food has to be served along with the rest of the guests.	1. The sushi is very mediocre. Small plates are decent. 2. The service is very casual yet they charge a 26% surcharge (20% gratuity + 6% their own health care fee) Overall, the bill for two people without any add ons was $900+. Wa
bi-rite-creamery-37.7616_-122.4257	Bi-Rite Creamery	Ice Cream Shop	San Francisco	4.6	2868	Homemade organic ice cream in flavors such as salted caramel can draw lines to this shop & bakery.	Nuisance. Block the sidewalk all day (first picture taken before they even opened their store. Second picture taken midday. Lines can be hard to manage, but when a business blocks access for strollers and wheelchairs on a busy sid	🍦 Delicious Ice Cream: The ice cream at Bi-Rite Creamery is genuinely delicious. It's rich, creamy, and clearly made with high-quality ingredients, resulting in fantastic flavors that truly satisfy. 😊 Super Friendly Staff: The sta
